Numero,id,Titulo,Views
1,yHF-9etoZyA,Como adubar o coqueiro,790850
2,ymknJKeFoLY,Aquaponia passo a passo - Como montar,416565
3,cMJZtGIhCqE,Fossa séptica biodigestora. Além de tratar dejetos humanos fornece um excelente fertilizante,253239
4,aNlZfBREjSs,Palma forrageira: dicas de como alimentar seus animais no semiárido,57438
5,yPzP8AllF7A,Milheto demanda menos água durante o ciclo,81056
6,rSH-2gz_aIs,Cobertura morta do coqueiro - passo a passo,30578
7,zi_IOv7Oc_o,Como montar armadilha de captura de besouro que ataca coqueiros e dendezeiros,94148
8,VQZkcCMVTj4,Fossa Séptica Biodigestora,47190
9,RG_pMMxf6rk,Raça Sindi - Gado para o semiárido,84095
10,yv8HUagtV_w,Como produzir mudas de gliricídia,86157
11,3x3EETpfSZI,Embrapa alerta para o Amarelecimento Letal do Coqueiro,49822
12,hzZmoHU7cN0,"Sorgo tem custo mais baixo, menos investimento e produção pode ser maior",48277
13,AczvqfirMRM,"A ""milagrosa"" leucena pode ser uma praga",78053
14,8rYPoLvHW_A,Pesquisador mostra a aquaponia em sua casa,200190
15,X9kHwMw8cio,Compostagem de frutíferas com cascas de coco trituradas. Passo a passo,18525
16,08yUsTWwSP8,Embrapa mostra porta-enxertos de citros apropriados para o Nordeste,38189
17,NuHoGT23VlQ,Sorgo forrageiro é uma boa opção no convívio com a seca,47903
18,E1hFLpqf1AM,Da hidroponia para aquaponia,198462
19,Tpm7X17oKa4,Sorgo é uma boa opção de cultivo para o semiárido do Nordeste,56108
20,Rm6iIHfh-7o,Tecnologia permite partos múltiplos em ovelhas Santa Inês,17327
21,dCBULlO0gDQ,Como produzir peixe e hortaliças em casa,61628
22,Wp7xf1BQXBA,Atenção ao alimentar animais só com palma forrageira,18862
23,pzPNtYeRTvg,Embrapa monstra potencial de ervas daninhas na alimentação animal,11663
24,S3YrDEW-l4Q,"Embrapa integra gliricídia, coqueiro e bovinos",12089
25,tFeJyx3vCZs,Gliricídia como fonte de nitrogênio,5919
26,iN-uXRLJ-58,Economize água no plantio do coqueiro,5626
27,_3UAXQcrbGM,"Soja é viável em Sergipe, Alagoas e Bahia (Sealba)",16024
28,H0U9l3q4p68,Agricultura de precisão: Embrapa desenvolve estação meteorológica de baixo custo,8419
29,lmHKZoPY-g0,Gliricídia convive bem com a seca,37644
30,He1AiTaEyPU,Soja: solução para crise canavieira no Nordeste,7802
31,rkw8BuCQSbw,Comparativo de plantio: banana Princesa e banana Maçã,11544
32,29aAaRHGb7E,Pesquisa sobre agricultura de precisão,9187
33,RayhKM1NsIc,Livro sobre mangaba,8424
34,0iW6s4XGQS0,Embrapa alerta para o bicudo-vermelho que pode dizimar coqueirais e outras palmáceas,4316
35,hF58Z87b-ro,"Alerta para o ácaro vermelho em bananeiras, coqueiros e outras palmeiras",5569
36,n2gNkXm6BhY,Soja para diversificar cultura e rotacionar com milho em SE,1977
37,rNrHSaI9QL8,Melhore a rentabilidade na produção de ovinos - Ultrassom de carcaça,8029
38,oYAWgJwuEOM,Veja como a Embrapa incrementa o plantio de coqueiro,2083
39,9rhWvc_ttJI,"Pesquisador mostra viabilidade da soja em Sergipe, Alagoas e nordeste da Bahia",1445
40,A3vIAguMG6Q,Embrapa distribui sementes de grãos biofortificados em SE,1319
