Numero,id,Titulo,Views
1,EMm1nPzChyI,Produção Racional e Sustentável de Ovinos nos Tabuleiros Costeiros,318940
2,EfjUDCPma2k,Produção racional e sustentável de ovinos nos Tabuleiros Costeiros,31513
3,zyO3L6OZp84,Manejo de crias na Ovinocaprinocultura,193415
4,xOFKSxXx_Dc,Manejo sanitário de ovinos e caprinos - Dia de Campo na TV,362291
5,tXntAHuKaaU,Sistema silvipastoril com uso de gliricídia : parte 1 - Dia de Campo na TV,162190
6,FW8XRUXhcZI,Aquaponia: produção integrada de peixes e hortaliças,137946
7,elXImOSUr0Q,Adubação verde do coqueiro com gliricídia,25698
8,0TAyrBibNFQ,Mapeamento da mangaba no Brasil,16308
9,4OgVyKCjeKI,Técnica propicia parto múltiplo em ovelhas,9837
10,g7cB5MExYuI,Embrapa alerta para praga letal do coqueiro,9079
11,ZLLoBaxp3Ok,Cultivo da mangabeira : parte 2 - Dia de Campo na TV,36739
12,tUQct2S46pc,FertOnline mostra como adubar plantio de coqueiro,4746
13,9p_6pZCYVok,Introdução da Soja no Nordeste,4075
14,w-ZVY2mm6GU,Revitalização da cultura do coqueiro gigante no Brasil : parte 1 - Dia de Campo na TV,16835
15,a7KlRMEgOvY,Cultivo da mangabeira : parte 1 -  Dia de Campo na TV,16383
16,lqbS2fVaZCE,Sistema silvipastoril com uso de gliricídia : parte 2 - Dia de Campo na TV,14738
17,qvfHyXuiB8w,Revitalização da cultura do coqueiro gigante no Brasil : parte 2 - Dia de Campo na TV,10855
18,dGYrMh-VhAw,Dia de Campo na TV - Boas Praticas de Biometria na Produção de Peixes,4104
19,iMF7XbefzXg,Conservação de variedades crioulas no Semiárido - Dia de Campo na TV,1991
20,HSIaTLgr2bU,Mapeamento da mangaba no Brasil,729
