Numero,id,Titulo,Views
1,yHF-9etoZyA,Como adubar o coqueiro,475766
2,ymknJKeFoLY,Aquaponia passo a passo - Como montar,377512
3,cMJZtGIhCqE,Fossa séptica biodigestora. Além de tratar dejetos humanos fornece um excelente fertilizante,211908
4,E1hFLpqf1AM,Da hidroponia para aquaponia,190282
5,8rYPoLvHW_A,Pesquisador mostra a aquaponia em sua casa,186762
6,AczvqfirMRM,"A ""milagrosa"" leucena pode ser uma praga",58540
7,RG_pMMxf6rk,Raça Sindi - Gado para o semiárido,62036
8,zi_IOv7Oc_o,Como montar armadilha de captura de besouro que ataca coqueiros e dendezeiros,71976
9,yPzP8AllF7A,Milheto demanda menos água durante o ciclo,52223
10,aNlZfBREjSs,Palma forrageira: dicas de como alimentar seus animais no semiárido,29199
11,hzZmoHU7cN0,"Sorgo tem custo mais baixo, menos investimento e produção pode ser maior",32649
12,yv8HUagtV_w,Como produzir mudas de gliricídia,62351
13,Tpm7X17oKa4,Sorgo: uma boa opção de forragem para o semiárido do Nordeste,49221
14,NuHoGT23VlQ,Sorgo forrageiro é uma boa opção no convívio com a seca,39206
15,3x3EETpfSZI,Embrapa alerta para o Amarelecimento Letal do Coqueiro,31284
16,Wp7xf1BQXBA,"Palma forrageira,  gliricídia, ureia e farelo de algodão na nutrição animal",13880
17,dCBULlO0gDQ,Aquaponia Sistema Familiar,56245
18,OxxMMlK7Hhw,Luz com lâmpada de garrafa pet,36280
19,08yUsTWwSP8,Embrapa mostra porta-enxertos de citros apropriados para o Nordeste,26248
20,Rm6iIHfh-7o,Tecnologia permite partos múltiplos em ovelhas Santa Inês,11785
21,lmHKZoPY-g0,Gliricídia convive bem com a seca,33915
22,rkw8BuCQSbw,Comparativo de plantio: banana Princesa e banana Maçã,9977
23,zzZmzn3ynhc,Uso do drone na Agricultura,20528
24,_3UAXQcrbGM,"Soja é viável em Sergipe, Alagoas e Bahia (Sealba)",10356
25,pzPNtYeRTvg,Pesquisa demonstra potencial de ervas daninhas na alimentação animal,8215
26,S3YrDEW-l4Q,"Embrapa integra coqueiro, gado de corte e gliricídia em Alagoas",7894
27,X9kHwMw8cio,Compostagem de frutíferas com cascas de coco trituradas. Passo a passo,10945
28,29aAaRHGb7E,Pesquisa sobre agricultura de precisão,7366
29,H0U9l3q4p68,Agricultura de precisão: Embrapa desenvolve estação meteorológica de baixo custo,5644
30,He1AiTaEyPU,Soja vira solução para crise canavieira no Nordeste,3354
31,RayhKM1NsIc,Livro sobre mangaba,7276
32,hF58Z87b-ro,"Alerta para o ácaro vermelho em bananeiras, coqueiros e outras palmeiras",4618
33,0iW6s4XGQS0,Embrapa alerta para o bicudo-vermelho que pode dizimar coqueirais e outras palmáceas,3038
34,rNrHSaI9QL8,Melhore a rentabilidade na produção de ovinos - Ultrassom de carcaça,7689
35,oYAWgJwuEOM,Banco com espécimes de coqueiros de todo o mundo em Sergipe,1646
36,9rhWvc_ttJI,"Pesquisador mostra viabilidade da soja em Sergipe, Alagoas e nordeste da Bahia",1242
37,A3vIAguMG6Q,Embrapa distribui sementes de grãos biofortificados em SE,1188
38,n2gNkXm6BhY,Soja para diversificar cultura e rotacionar com milho em SE,1384
39,rSH-2gz_aIs,Cobertura morta do coqueiro - passo a passo,6667
40,iN-uXRLJ-58,Cobertura morta no coqueiro economiza água no plantio,2771
